Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1118;21100937445;"Journal of Education and e-Learning Research";journal;"25180169, 24109991";0,383;Q3;12;35;130;1449;281;130;2,42;41,40;30,68;0;14;United States;Northern America;"Asian Online Journal Publishing Group";"2019-2023";"Education (Q2); Computer Science Applications (Q3); Developmental and Educational Psychology (Q3)";"Computer Science; Psychology; Social Sciences"
1119;21101033946;"Journal of Internationalization and Localization";journal;"20326904, 20326912";0,382;Q3;5;12;22;441;28;21;1,29;36,75;53,33;0;7;Netherlands;Western Europe;"John Benjamins Publishing Company";"2019-2022";"Linguistics and Language (Q1); Communication (Q2); Software (Q3)";"Computer Science; Social Sciences"
1120;21100906916;"Software-Intensive Cyber-Physical Systems";journal;"25248510, 25248529";0,382;Q2;34;0;40;0;81;37;3,12;0,00;0,00;0;0;Germany;Western Europe;"Springer Berlin";"2019-2021";"Computer Science (miscellaneous) (Q2); Computational Theory and Mathematics (Q3); Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
1121;6100152804;"International Journal of Computational Science and Engineering";journal;"17427185, 17427193";0,380;Q3;27;61;354;2282;656;352;2,45;37,41;29,61;0;12;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2023";"Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Hardware and Architecture (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Mathematics"
1122;21100466219;"Journal on Data Semantics";journal;"18612040, 18612032";0,380;Q3;20;0;41;0;96;37;2,39;0,00;0,00;0;0;Switzerland;Western Europe;"Springer International Publishing AG";"2012-2021";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Information Systems (Q3)";"Computer Science"
1123;14429;"Journal of Visualization";journal;"13438875, 13866478";0,378;-;35;84;256;3025;493;256;1,80;36,01;22,95;0;10;Germany;Western Europe;"Springer Heidelberg";"1998-2023";"Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3)";"Engineering; Physics and Astronomy"
1124;89358;"Proceedings of the ACM Symposium on Applied Computing";conference and proceedings;"-";0,378;-;76;0;728;0;967;652;1,40;0,00;0,00;0;0;United States;Northern America;"Special Interest Group on Computer Graphics, Association for Computing Machinery";"1986, 1993-2020";"Software";"Computer Science"
1125;28347;"Journal of Graph Algorithms and Applications";journal;"15261719";0,377;Q2;38;31;96;812;49;90;0,44;26,19;20,88;0;1;United States;Northern America;"Brown University";"1997-2023";"Computer Science (miscellaneous) (Q2); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Geometry and Topology (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
1126;6100153019;"Service Oriented Computing and Applications";journal;"18632386, 18632394";0,377;Q3;31;24;75;800;134;64;1,30;33,33;33,33;0;2;United Kingdom;Western Europe;"Springer London";"2007-2023";"Management Information Systems (Q2); Hardware and Architecture (Q3); Information Systems (Q3); Software (Q3)";"Business, Management and Accounting; Computer Science"
1127;21101060167;"Software Impacts";journal;"26659638";0,377;Q3;15;150;121;2916;298;120;2,56;19,44;15,86;0;23;Netherlands;Western Europe;"Elsevier B.V.";"2019-2023";"Software (Q3)";"Computer Science"
1128;12000154349;"International Journal of Information and Communication Technology Education";journal;"15501337, 15501876";0,376;Q3;21;8;94;359;193;94;2,20;44,88;28,57;0;4;United States;Northern America;"IGI Publishing";"2005-2023";"Education (Q2); Computer Science Applications (Q3); E-learning (Q3)";"Computer Science; Social Sciences"
1129;21101058819;"Journal of Robotics and Control (JRC)";journal;"27155056, 27155072";0,376;Q3;20;90;142;5047;438;142;3,08;56,08;26,36;0;25;Indonesia;Asiatic Region;"Department of Electrical Engineering, Universitas Muhammadiyah Yogyakarta";"2020-2023";"Artificial Intelligence (Q3); Control and Systems Engineering (Q3)";"Computer Science; Engineering"
1130;21101098755;"Telemedicine Reports";journal;"26924366";0,376;Q3;7;24;42;608;65;41;1,55;25,33;55,30;1;11;United States;Northern America;"Mary Ann Liebert Inc.";"2020-2023";"Computer Science Applications (Q3); Health Informatics (Q3); Medicine (miscellaneous) (Q3)";"Computer Science; Medicine"
1131;21100465194;"Digital Scholarship in the Humanities";journal;"20557671, 2055768X";0,375;Q3;24;91;228;3713;328;225;1,15;40,80;38,68;1;6;United States;Northern America;"Oxford University Press";"2015-2023";"Linguistics and Language (Q1); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
1132;7000153231;"IET Computer Vision";journal;"17519640, 17519632";0,375;Q3;47;68;211;3090;458;207;1,89;45,44;29,72;0;4;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2007-2023";"Computer Vision and Pattern Recognition (Q3); Software (Q3)";"Computer Science"
1133;11300153726;"Intelligent Data Analysis";journal;"1088467X, 15714128";0,375;Q3;52;89;253;3646;412;235;1,41;40,97;31,39;0;6;Netherlands;Western Europe;"IOS Press BV";"1997-2023";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
1134;19700173244;"International Journal of Unconventional Computing";journal;"15487199, 15487202";0,375;Q2;21;13;54;532;81;51;1,59;40,92;13,51;0;0;United States;Northern America;"Old City Publishing";"2008-2023";"Computer Science (miscellaneous) (Q2)";"Computer Science"
1135;28511;"Mathematical and Computer Modelling of Dynamical Systems";journal;"13873954";0,375;Q3;38;8;77;324;153;74;2,08;40,50;17,39;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2023";"Applied Mathematics (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Modeling and Simulation (Q3); Software (Q3)";"Computer Science; Engineering; Mathematics"
1136;18707;"Proceedings - International Symposium on Computers and Communications";conference and proceedings;"15301346";0,375;-;54;179;571;3611;724;564;1,25;20,17;24,62;0;43;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1995, 1997, 1999-2023";"Computer Networks and Communications; Computer Science Applications; Mathematics (miscellaneous); Signal Processing; Software";"Computer Science; Mathematics"
1137;21101101209;"Journal of Social Computing";journal;"26885255";0,373;Q3;9;27;34;1617;88;30;2,59;59,89;46,15;0;8;China;Asiatic Region;"Tsinghua University Press";"2020-2023";"Communication (Q2); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Social Sciences"
1138;21100970247;"International Journal of Data and Network Science";journal;"25618148, 25618156";0,372;Q3;28;155;157;8167;540;157;3,29;52,69;37,44;0;39;Canada;Northern America;"Growing Science";"2018-2023";"Communication (Q2); Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science; Social Sciences"
1139;23917;"Journal of Intelligent and Fuzzy Systems";journal;"18758967, 10641246";0,372;Q3;82;1016;3998;39239;8426;3977;1,97;38,62;32,26;0;206;Netherlands;Western Europe;"IOS Press BV";"1993-2023";"Engineering (miscellaneous) (Q2); Artificial Intelligence (Q3); Statistics and Probability (Q3)";"Computer Science; Engineering; Mathematics"
1140;14939;"Proceedings of the IEEE VLSI Test Symposium";conference and proceedings;"-";0,372;-;60;47;135;1094;165;132;1,23;23,28;21,39;0;3;United States;Northern America;"IEEE Computer Society";"1991-1992, 1994-2023";"Computer Science Applications; Electrical and Electronic Engineering";"Computer Science; Engineering"
1141;21100874186;"Computer Assisted Surgery";journal;"24699322";0,370;Q3;67;13;59;443;131;57;2,57;34,08;20,34;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2023";"Family Practice (Q2); Computer Science Applications (Q3); Surgery (Q3)";"Computer Science; Medicine"
1142;19700186851;"International Journal of Automation and Control";journal;"17407516, 17407524";0,370;Q3;23;43;103;1622;249;100;1,76;37,72;24,56;0;7;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2023";"Industrial and Manufacturing Engineering (Q2); Control and Systems Engineering (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science; Engineering"
1143;21100909467;"Journal of Computational Geometry";journal;"1920180X";0,369;Q3;6;19;63;491;39;63;0,18;25,84;7,69;0;0;Canada;Northern America;"Macodrum library, Carleton University";"2019-2023";"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Geometry and Topology (Q3)";"Computer Science; Mathematics"
1144;21100773821;"Computer Methods in Biomechanics and Biomedical Engineering: Imaging and Visualization";journal;"21681163, 21681171";0,367;Q3;25;71;215;2404;408;205;2,14;33,86;26,91;0;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2023";"Computational Mechanics (Q2); Biomedical Engineering (Q3); Computer Science Applications (Q3); Radiology, Nuclear Medicine and Imaging (Q3)";"Computer Science; Engineering; Medicine"
1145;21100309827;"Control Theory and Technology";journal;"20956983, 21980942";0,367;-;39;47;128;1381;205;117;1,62;29,38;27,74;0;13;United States;Northern America;"Springer Science + Business Media";"2014-2023";"Aerospace Engineering (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3)";"Engineering; Mathematics"
1146;25547;"Interacting with Computers";journal;"18737951, 09535438";0,367;Q3;94;10;111;680;269;111;1,52;68,00;48,84;0;1;United Kingdom;Western Europe;"Oxford University Press";"1989-2023";"Library and Information Sciences (Q2); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Social Sciences"
1147;21100394266;"International Journal of Agile Systems and Management";journal;"17419174, 17419182";0,367;Q2;27;19;64;922;155;64;1,80;48,53;21,67;0;3;Switzerland;Western Europe;"Inderscience";"2006-2009, 2011-2023";"Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Management Information Systems (Q2); Multidisciplinary (Q2); Decision Sciences (miscellaneous) (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Multidisciplinary"
1148;21100223336;"International Journal of Human Capital and Information Technology Professionals";journal;"19473486, 19473478";0,367;Q2;16;16;56;1021;105;55;2,18;63,81;61,29;0;6;United States;Northern America;"IGI Publishing";"2010-2022";"Computer Science (miscellaneous) (Q2); Management of Technology and Innovation (Q3)";"Business, Management and Accounting; Computer Science"
1149;21101047452;"Journal of Soft Computing in Civil Engineering";journal;"25882872";0,367;Q3;15;28;84;1151;176;84;2,14;41,11;22,08;0;7;Iran;Middle East;"Pouyan Press";"2017-2024";"Artificial Intelligence (Q3); Building and Construction (Q3); Civil and Structural Engineering (Q3); Computer Science Applications (Q3)";"Computer Science; Engineering"
1150;21100781975;"Network Modeling Analysis in Health Informatics and Bioinformatics";journal;"21926670, 21926662";0,367;-;23;50;148;2425;405;147;2,94;48,50;28,75;0;21;United States;Northern America;"Springer Nature";"2012-2023";"Urology (Q3)";"Medicine"
1151;21100896913;"Cognitive Studies";journal;"23922397";0,366;Q3;6;18;46;591;40;46;0,72;32,83;81,48;0;0;Poland;Eastern Europe;"Polish Academy of Sciences, Institute of Slavic Studies";"2018-2022";"Linguistics and Language (Q1); Communication (Q2); Computer Networks and Communications (Q3)";"Computer Science; Social Sciences"
1152;21101060462;"Results in Control and Optimization";journal;"26667207";0,366;Q3;12;60;39;2620;97;39;2,49;43,67;17,16;0;15;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Applied Mathematics (Q3); Artificial Intelligence (Q3); Control and Optimization (Q3); Control and Systems Engineering (Q3); Modeling and Simulation (Q3)";"Computer Science; Engineering; Mathematics"
1153;21101017116;"Journal of Advances in Information Technology";journal;"17982340";0,365;Q3;19;86;118;2305;289;118;2,85;26,80;30,20;0;17;United States;Northern America;"Engineering and Technology Publishing";"2019-2023";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
1154;4900152403;"International Journal of Computational Methods";journal;"02198762, 17936969";0,363;Q2;42;92;394;3679;602;387;1,52;39,99;19,15;0;7;Singapore;Asiatic Region;"World Scientific";"2006-2023";"Computer Science (miscellaneous) (Q2); Computational Mathematics (Q3)";"Computer Science; Mathematics"
1155;21100255064;"Mendel";journal;"18033814";0,363;Q2;15;20;59;572;96;58;1,97;28,60;22,92;0;4;Czech Republic;Eastern Europe;"Brno University of Technology";"2005-2007, 2009-2023";"Computer Science (miscellaneous) (Q2); Artificial Intelligence (Q3); Computational Mathematics (Q3); Control and Systems Engineering (Q3); Decision Sciences (miscellaneous) (Q3); Theoretical Computer Science (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
1156;57844;"Journal of Molecular Modeling";journal;"16102940, 09485023";0,362;Q3;79;396;1082;18958;2311;1078;2,21;47,87;31,52;0;102;Germany;Western Europe;"Springer Verlag";"1996-2023";"Catalysis (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemical Engineering; Chemistry; Computer Science"
1157;21100871307;"Open Computer Science";journal;"22991093";0,362;Q2;20;35;105;1249;239;104;2,13;35,69;31,58;0;8;Germany;Western Europe;"Walter de Gruyter GmbH";"2011-2023";"Computer Science (miscellaneous) (Q2)";"Computer Science"
1158;21100899307;"Cyber-Physical Systems";journal;"23335785";0,360;Q3;15;14;34;485;69;34;1,57;34,64;27,91;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2023";"Computational Mechanics (Q2); Computer Graphics and Computer-Aided Design (Q3); Computer Vision and Pattern Recognition (Q3)";"Computer Science; Engineering"
1159;25744;"Order";journal;"15729273, 01678094";0,360;Q3;27;35;104;618;47;104;0,46;17,66;25,42;0;0;Netherlands;Western Europe;"Springer Netherlands";"1984-2023";"Algebra and Number Theory (Q3); Computational Theory and Mathematics (Q3); Geometry and Topology (Q3)";"Computer Science; Mathematics"
1160;24326;"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems";journal;"02184885, 17936411";0,359;Q3;65;66;184;2242;289;176;1,59;33,97;27,74;0;11;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"1996-2023";"Artificial Intelligence (Q3); Control and Systems Engineering (Q3); Information Systems (Q3); Software (Q3)";"Computer Science; Engineering"
1161;21100900137;"Transactions on Combinatorics";journal;"22518657, 22518665";0,359;Q3;7;23;58;583;32;58;0,44;25,35;11,76;0;0;Iran;Middle East;"University of Isfahan";"2016-2023";"Computational Theory and Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3)";"Computer Science; Mathematics"
1162;25631;"New Review of Hypermedia and Multimedia";journal;"17407842, 13614568";0,358;Q3;33;9;35;395;64;33;1,62;43,89;23,08;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2023";"Media Technology (Q2); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science; Engineering"
1163;21101049547;"EAI Endorsed Transactions on Industrial Networks and Intelligent Systems";journal;"24100218";0,357;Q3;13;16;60;437;107;60;2,10;27,31;20,27;0;5;Belgium;Western Europe;"European Alliance for Innovation";"2014-2023";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Control and Systems Engineering (Q3); Information Systems (Q3)";"Computer Science; Engineering"
